pH,TDS,Turbidity,Temp,Season,KNN_Status,Recommended_Crop
6.04,949,34,36,Kharif,Abnormal,No Crops Suitable
8.32,928,18,43,Kharif,Abnormal,No Crops Suitable
8.85,2701,1,44,Kharif,Abnormal,No Crops Suitable
7.22,825,2,22,Kharif,Normal,Red Gram
6.03,997,44,16,Rabi,Abnormal,No Crops Suitable
9.99,492,8,29,Kharif,Abnormal,No Crops Suitable
6.49,1054,8,19,Kharif,Normal,Maize
7.04,774,34,14,Rabi,Abnormal,No Crops Suitable
5.82,1093,9,24,Kharif,Normal,Castor
7.75,597,4,19,Kharif,Normal,Red Gram
5.9,351,9,21,Summer,Normal,Tomato
7.67,1214,10,29,Summer,Normal,Pomegranate
6.22,387,0,18,Rabi,Normal,Onion
5.94,345,25,22,Rabi,Abnormal,No Crops Suitable
8.89,2479,33,38,Summer,Abnormal,No Crops Suitable
8.42,1141,6,27,Rabi,Normal,Jowar
4.09,1217,12,18,Summer,Abnormal,No Crops Suitable
6.31,486,3,23,Rabi,Normal,Sunflower
9.7,960,37,14,Kharif,Abnormal,No Crops Suitable
7.01,2734,47,31,Rabi,Abnormal,No Crops Suitable
9.2,1644,2,23,Summer,Abnormal,No Crops Suitable
9.89,407,45,26,Kharif,Abnormal,No Crops Suitable
6.7,1186,11,39,Rabi,Abnormal,No Crops Suitable
7.83,2505,1,21,Summer,Abnormal,No Crops Suitable
7.68,2432,21,31,Summer,Abnormal,No Crops Suitable
5.64,2196,32,35,Rabi,Abnormal,No Crops Suitable
7.14,970,7,18,Kharif,Normal,Maize
6.37,401,11,11,Summer,Abnormal,No Crops Suitable
6.64,1462,1,30,Summer,Normal,Banana
4.28,2341,8,37,Kharif,Abnormal,No Crops Suitable
5.66,698,32,22,Kharif,Abnormal,No Crops Suitable
9.51,2813,11,28,Rabi,Abnormal,No Crops Suitable
8.29,2795,12,38,Rabi,Abnormal,No Crops Suitable
7.32,608,0,24,Kharif,Normal,Maize
5.28,2566,35,36,Summer,Abnormal,No Crops Suitable
9.87,2080,24,17,Summer,Abnormal,No Crops Suitable
6.62,1466,37,10,Summer,Abnormal,No Crops Suitable
7.48,2969,36,23,Kharif,Abnormal,No Crops Suitable
7.75,332,2,30,Kharif,Normal,Cotton
7.26,527,1,23,Rabi,Normal,Sunflower
7.24,1284,5,28,Summer,Normal,Pomegranate
5.62,672,39,18,Summer,Abnormal,No Crops Suitable
6.79,507,3,22,Rabi,Normal,Onion
7.4,1274,27,38,Rabi,Abnormal,No Crops Suitable
5.97,534,4,25,Kharif,Normal,Castor
9.66,2509,37,18,Summer,Abnormal,No Crops Suitable
9.54,610,12,31,Summer,Abnormal,No Crops Suitable
8.08,1062,48,18,Rabi,Abnormal,No Crops Suitable
4.86,1748,32,27,Kharif,Abnormal,No Crops Suitable
7.19,1058,14,30,Rabi,Normal,Jowar
6.66,1006,0,24,Summer,Normal,Banana
9.92,894,47,11,Summer,Abnormal,No Crops Suitable
4.05,412,35,21,Summer,Abnormal,No Crops Suitable
6.21,726,0,22,Rabi,Normal,Bengal Gram
4.19,1524,48,14,Summer,Abnormal,No Crops Suitable
6.51,1326,17,32,Kharif,Normal,Cotton
6.44,474,8,26,Kharif,Normal,Castor
6.78,1190,1,22,Summer,Normal,Banana
5.22,741,4,20,Kharif,Normal,Castor
6.41,1413,8,23,Rabi,Normal,Chillies
7.92,874,10,21,Kharif,Normal,Red Gram
6.65,517,8,30,Kharif,Normal,Groundnut
6.84,780,4,17,Rabi,Normal,Onion
9.54,1140,42,23,Summer,Abnormal,No Crops Suitable
4.1,2606,34,44,Summer,Abnormal,No Crops Suitable
7.31,957,2,33,Summer,Normal,Sweet Orange
4.73,1996,5,16,Kharif,Abnormal,No Crops Suitable
8.19,673,5,19,Rabi,Normal,Bengal Gram
7.25,562,6,23,Summer,Normal,Banana
9.25,2082,24,19,Rabi,Abnormal,No Crops Suitable
5.44,1246,15,16,Kharif,Abnormal,No Crops Suitable
7.32,452,15,27,Rabi,Normal,Jowar
4.57,2745,11,38,Summer,Abnormal,No Crops Suitable
9.54,1182,43,20,Summer,Abnormal,No Crops Suitable
7.64,371,15,17,Kharif,Abnormal,No Crops Suitable
5.83,1271,9,21,Summer,Normal,Tomato
6.54,1273,4,21,Summer,Normal,Banana
7.4,646,5,28,Summer,Normal,Mango
6.82,864,0,29,Summer,Normal,Pomegranate
7.27,393,1,18,Rabi,Normal,Bengal Gram
7.55,821,9,16,Rabi,Abnormal,No Crops Suitable
5.79,662,8,23,Kharif,Normal,Castor
6.38,1016,36,14,Kharif,Abnormal,No Crops Suitable
9.39,1280,34,34,Rabi,Abnormal,No Crops Suitable
8.42,1179,9,31,Rabi,Normal,Jowar
9.65,2437,8,37,Kharif,Abnormal,No Crops Suitable
7.2,733,8,20,Summer,Normal,Banana
7.34,2999,15,10,Kharif,Abnormal,No Crops Suitable
6.97,811,0,18,Rabi,Normal,Onion
6.05,1076,1,25,Summer,Normal,Mango
5.1,1714,40,32,Rabi,Abnormal,No Crops Suitable
6.84,410,2,20,Summer,Normal,Banana
7.52,418,0,34,Summer,Normal,Pomegranate
4.69,1579,16,39,Summer,Abnormal,No Crops Suitable
6.84,492,7,22,Rabi,Normal,Chillies
9.98,1303,37,38,Summer,Abnormal,No Crops Suitable
5.79,1172,0,24,Summer,Normal,Mango
5.59,1002,1,28,Summer,Normal,Mango
6.57,446,1,25,Summer,Normal,Mango
6.32,282,11,40,Rabi,Abnormal,No Crops Suitable
7.01,326,0,23,Kharif,Normal,Red Gram
7.43,1730,8,31,Summer,Normal,Pomegranate
6.76,1058,2,24,Summer,Normal,Banana
5.71,1107,4,27,Summer,Normal,Mango
4.69,794,2,37,Summer,Abnormal,No Crops Suitable
6.8,853,5,14,Rabi,Normal,Onion
7.24,966,5,27,Summer,Normal,Banana
7.41,639,6,22,Kharif,Normal,Red Gram
5.02,2747,16,22,Summer,Abnormal,No Crops Suitable
4.47,829,5,23,Summer,Abnormal,No Crops Suitable
6.53,464,3,20,Rabi,Normal,Bengal Gram
6.43,335,8,25,Kharif,Normal,Groundnut
9.41,1958,45,35,Rabi,Abnormal,No Crops Suitable
6.64,993,4,21,Rabi,Normal,Sunflower
6.63,918,8,19,Kharif,Normal,Maize
6.15,2707,15,35,Rabi,Abnormal,No Crops Suitable
7.22,960,49,26,Rabi,Abnormal,No Crops Suitable
7.42,1541,48,43,Summer,Abnormal,No Crops Suitable
9.39,1792,0,17,Rabi,Abnormal,No Crops Suitable
9.58,1663,19,30,Summer,Abnormal,No Crops Suitable
5.77,361,10,45,Kharif,Abnormal,No Crops Suitable
7.39,2229,43,42,Summer,Abnormal,No Crops Suitable
6.95,578,6,22,Summer,Normal,Banana
7.38,709,8,21,Kharif,Normal,Maize
6.87,1429,7,30,Rabi,Normal,Chillies
6.19,616,14,24,Kharif,Normal,Paddy
6.97,608,6,24,Kharif,Normal,Red Gram
5.73,547,3,34,Kharif,Normal,Paddy
5.51,289,47,36,Summer,Abnormal,No Crops Suitable
9.87,1960,41,42,Rabi,Abnormal,No Crops Suitable
6.86,710,10,28,Kharif,Normal,Groundnut
9.12,1160,46,29,Rabi,Abnormal,No Crops Suitable
6.23,310,3,28,Kharif,Normal,Groundnut
8.77,2750,18,20,Kharif,Abnormal,No Crops Suitable
7.17,504,6,25,Summer,Normal,Pomegranate
7.9,1746,15,43,Kharif,Abnormal,No Crops Suitable
6.8,1086,8,24,Kharif,Normal,Maize
6.3,312,4,22,Rabi,Normal,Sunflower
4.06,772,16,38,Summer,Abnormal,No Crops Suitable
6.92,1060,0,25,Summer,Normal,Mango
4.8,1283,16,28,Kharif,Abnormal,No Crops Suitable
9.31,575,27,40,Summer,Abnormal,No Crops Suitable
6.65,459,6,24,Rabi,Normal,Sunflower
6.02,769,3,24,Rabi,Normal,Bengal Gram
7.3,1911,19,32,Kharif,Abnormal,No Crops Suitable
8.11,2366,28,15,Rabi,Abnormal,No Crops Suitable
9.78,1673,12,15,Rabi,Abnormal,No Crops Suitable
6.13,1187,2,28,Summer,Normal,Mango
6.83,865,1,22,Summer,Normal,Banana
7.07,324,10,25,Summer,Normal,Pomegranate
7.23,1084,7,21,Kharif,Normal,Maize
6.99,516,4,21,Rabi,Normal,Sunflower
7.67,646,8,23,Kharif,Normal,Red Gram
6.42,2676,30,18,Kharif,Abnormal,No Crops Suitable
7.41,2426,40,27,Summer,Abnormal,No Crops Suitable
6.94,590,4,18,Rabi,Normal,Onion
4.09,1699,22,44,Rabi,Abnormal,No Crops Suitable
6.35,943,8,29,Kharif,Normal,Groundnut
6.66,671,10,25,Kharif,Normal,Groundnut
7.3,546,8,24,Summer,Normal,Banana
6.06,1266,12,30,Kharif,Normal,Cotton
6.17,1142,14,34,Rabi,Abnormal,No Crops Suitable
4.26,1565,9,45,Rabi,Abnormal,No Crops Suitable
7.24,2458,11,11,Summer,Abnormal,No Crops Suitable
6.27,1154,10,21,Rabi,Normal,Chillies
7.57,512,15,29,Rabi,Normal,Jowar
5.36,710,2,41,Rabi,Abnormal,No Crops Suitable
8.98,2838,28,36,Summer,Abnormal,No Crops Suitable
7.35,666,10,32,Rabi,Normal,Jowar
4.14,1375,24,23,Summer,Abnormal,No Crops Suitable
7.17,1542,17,23,Kharif,Abnormal,No Crops Suitable
8.07,420,4,20,Rabi,Normal,Bengal Gram
4.88,988,1,16,Summer,Abnormal,No Crops Suitable
7.34,870,7,28,Summer,Normal,Banana
7.12,748,10,27,Summer,Normal,Banana
4.2,553,14,22,Kharif,Abnormal,No Crops Suitable
7.18,696,0,26,Summer,Normal,Sweet Orange
6.13,1640,2,33,Rabi,Abnormal,No Crops Suitable
6.6,1077,3,23,Rabi,Normal,Sunflower
6.84,822,9,18,Kharif,Normal,Maize
6.26,703,6,23,Rabi,Normal,Sunflower
6.39,2555,41,39,Summer,Abnormal,No Crops Suitable
9.18,2075,10,30,Kharif,Abnormal,No Crops Suitable
6.45,1022,2,18,Kharif,Normal,Maize
4.99,225,33,27,Summer,Abnormal,No Crops Suitable
7.61,1423,0,22,Kharif,Normal,Cotton
5.36,2918,19,20,Summer,Abnormal,No Crops Suitable
9.62,980,23,19,Kharif,Abnormal,No Crops Suitable
4.77,741,12,42,Kharif,Abnormal,No Crops Suitable
6.92,1119,2,34,Summer,Normal,Sweet Orange
8.11,1306,8,36,Rabi,Abnormal,No Crops Suitable
8.68,457,5,22,Rabi,Normal,Bengal Gram
6.19,1016,23,25,Rabi,Abnormal,No Crops Suitable
6.14,413,13,27,Kharif,Normal,Cotton
5.52,1094,0,24,Summer,Normal,Tomato
7.38,1582,12,45,Kharif,Abnormal,No Crops Suitable
6.57,822,0,29,Summer,Normal,Mango
5.15,2785,29,40,Kharif,Abnormal,No Crops Suitable
7.18,1358,30,25,Kharif,Abnormal,No Crops Suitable
6.9,553,4,20,Kharif,Normal,Maize
9.13,330,13,37,Rabi,Abnormal,No Crops Suitable
6.81,1587,7,27,Summer,Normal,Pomegranate
7.08,1071,4,26,Summer,Normal,Pomegranate
4.27,1684,9,33,Rabi,Abnormal,No Crops Suitable
6.58,929,1,26,Kharif,Normal,Groundnut
6.73,1303,1,20,Rabi,Normal,Chillies
7.42,781,9,31,Kharif,Normal,Cotton
5.49,1189,20,36,Summer,Abnormal,No Crops Suitable
5.69,896,6,43,Rabi,Abnormal,No Crops Suitable
4.46,2068,33,26,Summer,Abnormal,No Crops Suitable
6.67,996,6,25,Rabi,Normal,Sunflower
7.21,1516,30,29,Kharif,Abnormal,No Crops Suitable
5.65,635,7,24,Summer,Normal,Tomato
6.71,1484,14,21,Kharif,Normal,Cotton
6.34,755,0,26,Kharif,Normal,Castor
5.96,1888,5,23,Summer,Normal,Tomato
7.1,1287,5,30,Summer,Normal,Sweet Orange
5.64,1046,7,21,Kharif,Normal,Castor
6.67,415,5,18,Rabi,Normal,Onion
9.28,2435,25,20,Rabi,Abnormal,No Crops Suitable
7.35,1010,7,30,Rabi,Normal,Jowar
7.38,925,6,28,Summer,Normal,Banana
6.87,1429,5,34,Summer,Normal,Pomegranate
5.78,1302,10,21,Kharif,Abnormal,No Crops Suitable
9.55,2139,7,29,Kharif,Abnormal,No Crops Suitable
8.79,2575,43,10,Kharif,Abnormal,No Crops Suitable
5.09,2295,24,40,Rabi,Abnormal,No Crops Suitable
6.12,933,4,24,Rabi,Normal,Sunflower
6.08,1143,1,27,Summer,Normal,Sweet Orange
7.24,585,4,18,Rabi,Normal,Bengal Gram
5.77,2037,18,40,Kharif,Abnormal,No Crops Suitable
6.43,898,21,23,Rabi,Abnormal,No Crops Suitable
6.69,918,0,22,Summer,Normal,Tomato
8.47,1052,41,36,Kharif,Abnormal,No Crops Suitable
6.52,1997,39,18,Summer,Abnormal,No Crops Suitable
5.29,2989,10,41,Kharif,Abnormal,No Crops Suitable
7.01,635,0,19,Rabi,Normal,Bengal Gram
7.72,343,42,26,Kharif,Abnormal,No Crops Suitable
4.18,1360,33,10,Summer,Abnormal,No Crops Suitable
6.87,725,3,25,Summer,Normal,Mango
6.54,1018,3,44,Kharif,Abnormal,No Crops Suitable
7.51,656,2,22,Rabi,Normal,Bengal Gram
8.16,2572,21,24,Rabi,Abnormal,No Crops Suitable
5.87,916,4,24,Summer,Normal,Mango
5.56,887,0,26,Summer,Normal,Mango
9.27,1136,27,44,Kharif,Abnormal,No Crops Suitable
7.59,593,2,23,Kharif,Normal,Cotton
6.79,538,9,25,Rabi,Normal,Sunflower
7.15,1341,5,32,Summer,Normal,Sweet Orange
7.95,599,2,20,Kharif,Normal,Red Gram
4.09,494,39,30,Kharif,Abnormal,No Crops Suitable
7.96,721,9,27,Summer,Normal,Pomegranate
4.67,550,47,11,Kharif,Abnormal,No Crops Suitable
9.96,240,35,39,Summer,Abnormal,No Crops Suitable
4.89,2793,31,20,Summer,Abnormal,No Crops Suitable
7.33,1418,6,30,Rabi,Normal,Jowar
9.01,2240,4,23,Summer,Abnormal,No Crops Suitable
5.72,728,5,28,Summer,Normal,Mango
5.78,1471,7,21,Summer,Normal,Tomato
6.04,1239,1,22,Rabi,Normal,Sunflower
5.85,2514,43,17,Kharif,Abnormal,No Crops Suitable
4.35,2807,17,10,Kharif,Abnormal,No Crops Suitable
5.93,864,8,22,Summer,Normal,Tomato
5.39,926,9,26,Kharif,Normal,Castor
5.47,1456,17,44,Rabi,Abnormal,No Crops Suitable
6.61,2033,1,23,Summer,Normal,Tomato
6.87,399,7,25,Kharif,Normal,Maize
7.43,2944,28,31,Rabi,Abnormal,No Crops Suitable
6.08,674,2,18,Kharif,Normal,Maize
6.64,1343,0,24,Summer,Normal,Banana
6.28,791,2,19,Rabi,Normal,Bengal Gram
7.25,1267,25,35,Kharif,Abnormal,No Crops Suitable
6.35,617,13,25,Kharif,Normal,Paddy
7.08,2720,41,14,Summer,Abnormal,No Crops Suitable
7.6,658,3,33,Summer,Normal,Pomegranate
9.37,1210,49,40,Rabi,Abnormal,No Crops Suitable
4.43,273,4,33,Rabi,Abnormal,No Crops Suitable
7.0,1701,8,31,Summer,Normal,Pomegranate
6.01,2719,4,12,Kharif,Abnormal,No Crops Suitable
6.66,539,0,15,Rabi,Normal,Onion
5.27,1876,31,11,Summer,Abnormal,No Crops Suitable
7.07,797,10,22,Kharif,Normal,Red Gram
6.31,1090,1,26,Kharif,Normal,Cotton
9.1,2157,3,36,Summer,Abnormal,No Crops Suitable
8.89,1499,16,33,Rabi,Abnormal,No Crops Suitable
8.28,1763,6,26,Summer,Abnormal,No Crops Suitable
7.1,1099,1,22,Summer,Normal,Banana
6.83,356,4,20,Kharif,Normal,Red Gram
6.97,480,3,23,Rabi,Normal,Sunflower
7.97,649,12,23,Kharif,Normal,Cotton
9.24,1436,10,23,Kharif,Abnormal,No Crops Suitable
5.6,1995,19,20,Rabi,Abnormal,No Crops Suitable
9.08,1924,49,42,Summer,Abnormal,No Crops Suitable
6.09,463,5,23,Rabi,Normal,Onion
8.46,1796,5,30,Kharif,Abnormal,No Crops Suitable
6.06,2332,29,20,Rabi,Abnormal,No Crops Suitable
4.59,949,6,22,Summer,Abnormal,No Crops Suitable
6.28,944,3,26,Kharif,Normal,Groundnut
4.06,2571,29,14,Summer,Abnormal,No Crops Suitable
9.81,2852,49,25,Summer,Abnormal,No Crops Suitable
7.46,548,6,23,Rabi,Normal,Sunflower
6.57,1171,30,26,Summer,Abnormal,No Crops Suitable
7.02,562,20,26,Summer,Abnormal,No Crops Suitable
7.88,2985,7,10,Summer,Abnormal,No Crops Suitable
4.91,2938,35,36,Rabi,Abnormal,No Crops Suitable
7.56,862,22,16,Summer,Abnormal,No Crops Suitable
6.09,854,9,23,Summer,Normal,Tomato
7.6,681,13,32,Kharif,Normal,Cotton
6.68,2350,8,22,Summer,Normal,Tomato
6.93,2075,50,32,Summer,Abnormal,No Crops Suitable
5.63,1720,12,44,Kharif,Abnormal,No Crops Suitable
7.5,677,10,31,Rabi,Normal,Jowar
5.09,2416,37,21,Kharif,Abnormal,No Crops Suitable
6.68,357,1,26,Summer,Normal,Pomegranate
5.57,416,8,18,Kharif,Normal,Maize
7.47,924,6,21,Summer,Normal,Banana
5.6,566,4,25,Kharif,Normal,Paddy
6.5,825,15,23,Kharif,Normal,Cotton
6.17,766,12,25,Rabi,Normal,Jowar
6.57,674,5,21,Rabi,Normal,Chillies
5.26,1589,18,43,Summer,Abnormal,No Crops Suitable
9.99,2987,1,24,Summer,Abnormal,No Crops Suitable
5.26,843,4,24,Kharif,Normal,Castor
6.8,2476,49,18,Rabi,Abnormal,No Crops Suitable
5.56,668,0,26,Kharif,Normal,Maize
6.54,710,2,19,Rabi,Normal,Onion
5.44,1945,9,41,Rabi,Abnormal,No Crops Suitable
6.54,316,7,21,Rabi,Normal,Chillies
5.07,988,2,23,Kharif,Normal,Castor
6.84,2442,20,11,Summer,Abnormal,No Crops Suitable
7.92,1337,10,31,Summer,Normal,Pomegranate
6.71,673,1,25,Summer,Normal,Mango
8.21,695,1,20,Rabi,Normal,Bengal Gram
9.71,572,12,15,Summer,Abnormal,No Crops Suitable
6.72,338,5,20,Rabi,Normal,Onion
5.74,387,10,19,Kharif,Normal,Maize
8.24,2330,1,31,Kharif,Abnormal,No Crops Suitable
6.77,572,3,29,Summer,Normal,Pomegranate
7.25,1229,10,24,Rabi,Normal,Sunflower
5.53,2528,23,20,Summer,Abnormal,No Crops Suitable
7.13,880,5,23,Summer,Normal,Banana
8.43,1736,1,29,Kharif,Abnormal,No Crops Suitable
6.97,989,0,27,Summer,Normal,Mango
7.03,1052,1,29,Summer,Normal,Mango
6.17,878,0,25,Rabi,Normal,Sunflower
7.45,2445,40,37,Kharif,Abnormal,No Crops Suitable
7.61,999,14,29,Rabi,Normal,Jowar
5.54,2143,48,32,Summer,Abnormal,No Crops Suitable
6.19,750,0,21,Kharif,Normal,Castor
9.74,2366,25,25,Summer,Abnormal,No Crops Suitable
7.29,399,0,30,Kharif,Normal,Groundnut
6.95,989,1,29,Rabi,Normal,Chillies
7.11,336,4,23,Rabi,Normal,Sunflower
8.04,1715,13,11,Rabi,Abnormal,No Crops Suitable
6.14,247,45,11,Summer,Abnormal,No Crops Suitable
8.75,1636,19,40,Kharif,Abnormal,No Crops Suitable
6.19,523,1,23,Kharif,Normal,Paddy
6.77,2265,4,12,Kharif,Abnormal,No Crops Suitable
9.52,2999,33,25,Kharif,Abnormal,No Crops Suitable
5.68,2660,33,12,Rabi,Abnormal,No Crops Suitable
4.56,2824,36,45,Rabi,Abnormal,No Crops Suitable
6.25,1286,10,30,Rabi,Normal,Chillies
7.99,406,4,15,Rabi,Normal,Bengal Gram
5.52,2369,12,36,Kharif,Abnormal,No Crops Suitable
6.23,493,0,35,Summer,Normal,Sweet Orange
5.96,710,0,16,Rabi,Abnormal,No Crops Suitable
6.08,1319,4,26,Rabi,Normal,Chillies
7.48,409,5,26,Kharif,Normal,Red Gram
6.92,731,1,27,Summer,Normal,Sweet Orange
7.39,648,8,22,Rabi,Normal,Sunflower
7.69,2754,12,45,Rabi,Abnormal,No Crops Suitable
7.47,890,36,32,Kharif,Abnormal,No Crops Suitable
6.13,1159,2,26,Summer,Normal,Mango
6.45,722,2,30,Kharif,Normal,Groundnut
7.5,516,1,18,Rabi,Normal,Bengal Gram
4.47,527,25,21,Summer,Abnormal,No Crops Suitable
7.45,709,6,30,Summer,Normal,Banana
7.59,362,3,29,Rabi,Normal,Jowar
6.75,781,1,30,Summer,Normal,Mango
6.86,433,4,23,Rabi,Normal,Onion
7.42,1429,16,18,Rabi,Abnormal,No Crops Suitable
9.02,532,40,15,Summer,Abnormal,No Crops Suitable
7.29,482,0,30,Rabi,Normal,Jowar
7.3,2260,11,13,Rabi,Abnormal,No Crops Suitable
7.46,921,3,34,Summer,Normal,Pomegranate
6.33,658,0,26,Rabi,Normal,Chillies
6.26,1629,32,36,Rabi,Abnormal,No Crops Suitable
7.08,2939,12,38,Summer,Abnormal,No Crops Suitable
6.96,395,0,32,Summer,Normal,Sweet Orange
6.02,341,7,25,Kharif,Normal,Castor
5.9,2561,11,45,Summer,Abnormal,No Crops Suitable
6.24,1013,0,32,Kharif,Normal,Cotton
6.4,2777,25,44,Kharif,Abnormal,No Crops Suitable
5.85,936,2,23,Kharif,Normal,Castor
7.06,1222,3,35,Summer,Normal,Pomegranate
5.84,783,29,37,Summer,Abnormal,No Crops Suitable
9.71,2089,37,23,Rabi,Abnormal,No Crops Suitable
5.49,2522,11,13,Summer,Abnormal,No Crops Suitable
6.23,533,4,24,Kharif,Normal,Maize
5.96,399,8,22,Kharif,Normal,Paddy
8.68,2663,26,25,Rabi,Abnormal,No Crops Suitable
9.62,1898,19,22,Summer,Abnormal,No Crops Suitable
4.13,2992,9,15,Rabi,Abnormal,No Crops Suitable
6.89,390,8,29,Summer,Normal,Pomegranate
9.82,1468,50,18,Rabi,Abnormal,No Crops Suitable
6.61,372,6,20,Kharif,Normal,Red Gram
6.04,2814,32,10,Rabi,Abnormal,No Crops Suitable
7.23,788,8,22,Kharif,Normal,Red Gram
6.04,381,8,26,Kharif,Normal,Maize
8.53,1092,25,32,Rabi,Abnormal,No Crops Suitable
9.97,2965,10,11,Kharif,Abnormal,No Crops Suitable
6.63,1490,0,26,Rabi,Normal,Jowar
6.36,586,1,27,Rabi,Normal,Jowar
6.73,757,2,27,Summer,Normal,Pomegranate
6.89,1947,4,35,Kharif,Abnormal,No Crops Suitable
8.45,2391,46,38,Kharif,Abnormal,No Crops Suitable
7.23,989,4,28,Summer,Normal,Mango
6.75,2880,37,16,Kharif,Abnormal,No Crops Suitable
9.61,1542,45,33,Rabi,Abnormal,No Crops Suitable
8.39,1513,27,23,Summer,Abnormal,No Crops Suitable
6.35,1523,19,33,Rabi,Abnormal,No Crops Suitable
8.29,1019,9,27,Rabi,Normal,Jowar
7.97,1332,4,28,Kharif,Normal,Cotton
7.93,464,5,26,Kharif,Normal,Red Gram
7.99,1641,7,26,Summer,Normal,Pomegranate
6.35,1995,5,32,Kharif,Abnormal,No Crops Suitable
5.68,1722,2,24,Summer,Normal,Tomato
6.86,1775,32,16,Summer,Abnormal,No Crops Suitable
7.1,1423,3,23,Summer,Normal,Banana
6.65,1173,10,28,Rabi,Normal,Chillies
7.35,1497,2,26,Summer,Normal,Banana
5.4,993,15,17,Rabi,Abnormal,No Crops Suitable
7.96,965,8,26,Summer,Normal,Pomegranate
4.4,1698,43,28,Rabi,Abnormal,No Crops Suitable
6.63,774,26,40,Rabi,Abnormal,No Crops Suitable
7.47,924,6,30,Kharif,Normal,Groundnut
6.78,474,7,28,Kharif,Normal,Groundnut
6.68,615,6,21,Rabi,Normal,Sunflower
8.18,2052,1,24,Summer,Abnormal,No Crops Suitable
6.75,962,8,21,Kharif,Normal,Maize
6.8,1076,9,21,Kharif,Normal,Maize
6.59,1068,10,26,Rabi,Normal,Chillies
6.33,902,1,29,Summer,Normal,Mango
7.87,412,6,25,Kharif,Normal,Red Gram
5.08,738,5,21,Kharif,Normal,Castor
4.55,408,39,27,Rabi,Abnormal,No Crops Suitable
6.09,891,1,22,Summer,Normal,Tomato
5.91,732,3,27,Kharif,Normal,Maize
5.53,1722,10,23,Summer,Normal,Tomato
8.06,2675,34,23,Kharif,Abnormal,No Crops Suitable
6.09,965,0,30,Kharif,Normal,Groundnut
6.45,1859,19,30,Summer,Abnormal,No Crops Suitable
9.95,1580,15,37,Kharif,Abnormal,No Crops Suitable
7.63,1585,33,11,Kharif,Abnormal,No Crops Suitable
6.66,695,1,29,Rabi,Normal,Chillies
7.12,659,2,23,Rabi,Normal,Sunflower
7.48,321,4,22,Rabi,Normal,Sunflower
5.8,527,8,22,Kharif,Normal,Maize
5.13,1534,30,27,Summer,Abnormal,No Crops Suitable
6.14,343,6,21,Kharif,Normal,Cotton
7.17,359,1,29,Kharif,Normal,Groundnut
7.15,1137,14,30,Summer,Abnormal,No Crops Suitable
6.28,1127,2,31,Summer,Normal,Sweet Orange
6.97,984,7,20,Rabi,Normal,Sunflower
7.05,445,5,26,Kharif,Normal,Groundnut
7.42,1265,6,30,Kharif,Normal,Cotton
7.31,377,5,27,Kharif,Normal,Maize
5.51,399,1,23,Summer,Normal,Tomato
9.29,2315,31,21,Rabi,Abnormal,No Crops Suitable
7.86,2462,47,43,Kharif,Abnormal,No Crops Suitable
6.9,1261,15,27,Rabi,Normal,Jowar
4.8,210,45,22,Rabi,Abnormal,No Crops Suitable
7.23,2012,9,21,Summer,Abnormal,No Crops Suitable
8.83,2378,37,32,Rabi,Abnormal,No Crops Suitable
7.74,1781,5,28,Summer,Normal,Pomegranate
4.22,319,20,27,Rabi,Abnormal,No Crops Suitable
7.05,507,9,23,Kharif,Normal,Cotton
8.88,1541,49,29,Kharif,Abnormal,No Crops Suitable
6.52,1698,33,25,Kharif,Abnormal,No Crops Suitable
6.95,564,9,20,Rabi,Normal,Sunflower
5.75,641,2,20,Kharif,Normal,Paddy
9.47,667,47,27,Rabi,Abnormal,No Crops Suitable
7.27,2094,30,11,Kharif,Abnormal,No Crops Suitable
7.7,589,5,18,Rabi,Normal,Bengal Gram
5.55,1666,18,22,Summer,Abnormal,No Crops Suitable
6.41,512,2,24,Kharif,Normal,Maize
7.09,1670,4,30,Summer,Normal,Pomegranate
4.93,1703,23,37,Kharif,Abnormal,No Crops Suitable
9.92,2881,50,29,Kharif,Abnormal,No Crops Suitable
6.53,851,1,22,Rabi,Normal,Sunflower
4.12,287,17,45,Rabi,Abnormal,No Crops Suitable
6.48,469,1,33,Summer,Normal,Sweet Orange
9.02,2607,47,44,Rabi,Abnormal,No Crops Suitable
6.65,809,2,19,Kharif,Normal,Maize
7.99,479,9,27,Summer,Normal,Pomegranate
6.74,917,3,35,Summer,Normal,Pomegranate
6.85,431,1,30,Summer,Normal,Mango
5.7,867,5,23,Kharif,Normal,Castor
7.12,2804,3,25,Rabi,Abnormal,No Crops Suitable
4.21,1881,31,29,Kharif,Abnormal,No Crops Suitable
8.02,422,1,17,Rabi,Normal,Bengal Gram
8.21,1517,36,27,Kharif,Abnormal,No Crops Suitable
6.36,1076,1,24,Summer,Normal,Mango
4.2,2409,31,45,Kharif,Abnormal,No Crops Suitable
5.01,2401,32,21,Rabi,Abnormal,No Crops Suitable
8.95,455,0,19,Summer,Abnormal,No Crops Suitable
4.22,2589,34,39,Summer,Abnormal,No Crops Suitable
9.39,1740,16,36,Rabi,Abnormal,No Crops Suitable
5.89,980,10,21,Kharif,Normal,Maize
6.78,684,2,30,Kharif,Normal,Groundnut
8.13,2316,17,37,Kharif,Abnormal,No Crops Suitable
9.53,1796,8,23,Rabi,Abnormal,No Crops Suitable
6.28,659,5,20,Kharif,Normal,Maize
6.5,320,3,13,Rabi,Normal,Onion
8.51,2062,14,16,Summer,Abnormal,No Crops Suitable
