temperature,turbidity,tds,ph,result
38,63,7,7,2
18,44,6,9,2
16,32,10,8,0
24,68,10,7,2
30,45,8,2,2
38,60,9,12,2
20,68,2,2,2
32,59,5,8,2
28,43,1,14,2
21,43,1,7,2
29,79,12,14,2
23,79,12,13,2
27,71,4,1,2
25,54,3,14,2
20,77,12,13,2
32,70,5,8,2
15,39,1,8,2
28,56,3,13,2
21,65,5,1,2
26,75,7,4,2
25,22,10,6,2
28,44,5,5,2
22,58,12,12,1
25,31,12,3,2
32,42,3,3,2
22,73,3,12,2
28,51,5,8,2
31,24,11,4,2
29,68,2,3,2
35,20,11,13,2
38,44,5,7,2
17,22,1,13,2
28,71,1,13,2
33,66,4,13,2
20,48,10,8,0
27,39,5,8,2
17,24,8,2,2
23,78,2,8,2
15,43,7,4,2
23,36,5,4,2
30,46,7,10,1
33,74,11,6,2
28,31,2,1,2
19,41,10,8,0
23,26,1,12,2
37,72,6,11,2
32,33,2,9,2
32,49,6,6,2
29,32,8,13,1
34,45,5,1,2
33,39,8,12,1
21,57,1,3,2
32,78,12,7,2
15,27,10,14,1
28,46,6,12,1
35,75,12,4,2
32,20,12,14,1
20,32,10,5,2
20,69,10,2,2
32,21,7,14,1
30,52,7,10,1
38,69,2,10,2
39,77,5,1,2
25,26,9,13,1
30,47,5,1,2
32,35,12,2,2
22,27,4,12,2
19,37,10,1,2
23,48,2,14,2
26,50,7,1,2
32,26,6,13,1
27,22,5,8,2
31,34,6,12,1
28,79,10,7,2
23,72,5,5,2
27,77,6,4,2
26,65,4,4,2
21,68,9,8,2
20,50,7,12,1
37,53,12,12,2
29,68,3,14,2
32,61,11,13,1
32,28,1,13,2
23,44,1,5,2
17,57,4,5,2
39,79,11,1,2
17,60,10,14,1
31,53,12,11,1
40,42,10,3,2
36,34,8,9,2
36,35,2,4,2
30,26,5,7,2
29,63,12,5,2
17,76,11,9,2
28,34,8,3,2
25,68,10,7,2
23,47,11,13,1
18,21,2,4,2
15,34,6,8,2
19,25,8,9,0
15,48,1,1,2
39,36,6,10,2
18,53,9,8,2
21,74,3,14,2
25,46,10,13,1
33,21,5,11,2
35,62,8,9,2
18,23,9,1,2
36,32,5,8,2
28,47,10,9,0
40,51,9,12,2
38,52,2,2,2
31,37,9,12,1
37,23,12,9,2
19,26,9,7,2
16,69,3,13,2
36,30,1,7,2
16,78,7,1,2
36,73,8,3,2
40,55,4,8,2
33,49,11,9,2
18,46,10,8,0
38,47,7,7,2
24,36,12,5,2
35,23,4,12,2
32,74,5,12,2
25,76,4,1,2
20,28,11,6,2
17,32,8,7,2
30,73,2,13,2
27,70,9,13,2
38,72,7,6,2
16,22,6,13,1
26,72,10,11,2
30,62,2,11,2
33,38,2,8,2
25,48,4,5,2
25,54,10,12,1
25,44,5,4,2
24,31,6,9,2
28,65,12,4,2
15,58,4,1,2
39,59,4,14,2
34,60,7,9,2
37,61,5,2,2
15,63,5,4,2
23,42,6,6,2
26,61,12,9,2
18,29,11,9,0
24,34,10,14,1
37,43,12,9,2
39,77,1,12,2
15,60,2,7,2
19,38,1,7,2
22,54,5,5,2
22,49,7,2,2
23,44,7,9,2
30,26,5,11,2
28,41,2,3,2
15,23,11,1,2
29,22,9,6,2
34,27,12,4,2
23,50,2,9,2
22,67,3,11,2
26,27,4,12,2
28,70,10,3,2
38,32,11,12,2
26,41,3,4,2
33,55,5,3,2
35,51,9,3,2
24,24,11,14,1
34,45,5,6,2
24,77,11,7,2
28,51,2,13,2
23,52,9,14,1
16,63,8,11,1
19,21,10,5,2
40,70,12,14,2
18,23,5,14,2
32,33,6,13,1
38,53,12,1,2
27,74,5,9,2
20,20,4,8,2
37,77,8,2,2
26,66,11,13,1
30,42,10,4,2
33,54,9,8,2
20,32,9,11,1
33,79,5,5,2
34,38,6,4,2
30,57,4,8,2
34,29,9,14,1
23,21,6,8,2
18,77,4,5,2
15,53,4,10,2
16,51,9,9,2
15,59,2,9,2
32,21,5,9,2
26,63,8,6,2
20,33,8,7,2
21,25,11,7,2
37,44,12,1,2
35,41,11,9,2
37,78,8,10,2
28,41,4,10,2
32,32,5,11,2
23,48,3,1,2
33,58,7,3,2
15,61,12,14,1
25,76,6,7,2
21,50,12,1,2
17,26,3,1,2
29,71,7,11,2
22,57,9,5,2
26,44,12,8,0
36,50,9,13,2
30,33,7,11,1
40,37,12,7,2
20,24,10,10,1
18,79,5,11,2
35,68,11,11,2
34,69,9,9,2
31,76,9,8,2
27,52,9,13,1
40,53,8,12,2
19,73,7,2,2
34,67,7,5,2
22,42,12,1,2
20,57,1,7,2
18,45,6,8,2
16,23,1,6,2
16,47,11,7,2
35,42,5,4,2
37,33,7,2,2
22,28,4,10,2
20,23,3,10,2
23,24,2,7,2
22,46,3,14,2
37,23,7,14,2
18,31,8,4,2
33,37,9,3,2
21,30,12,10,1
18,49,6,5,2
21,28,7,8,2
19,20,3,5,2
30,52,8,12,1
39,39,12,2,2
34,78,2,6,2
40,30,12,1,2
22,66,8,12,1
38,39,1,13,2
25,66,2,14,2
35,27,7,2,2
28,72,6,3,2
29,43,7,8,2
31,62,1,12,2
33,74,9,12,2
29,62,5,4,2
39,35,3,5,2
27,64,2,11,2
21,53,4,9,2
30,55,1,3,2
35,80,4,2,2
21,70,12,8,2
21,61,11,3,2
26,62,10,1,2
26,44,4,14,2
28,73,3,5,2
19,69,12,7,2
37,77,2,9,2
21,79,9,6,2
26,36,5,1,2
19,21,2,6,2
34,73,2,14,2
31,50,7,6,2
22,76,2,7,2
34,23,12,4,2
22,62,11,7,2
27,35,2,11,2
16,67,6,14,1
25,46,7,2,2
33,44,6,5,2
16,65,6,6,2
16,34,4,14,2
40,59,1,8,2
15,39,6,10,1
17,25,3,9,2
19,33,3,5,2
22,55,6,13,1
25,72,10,9,2
27,76,7,5,2
28,20,2,10,2
28,69,2,9,2
38,80,12,11,2
20,51,1,1,2
27,48,6,4,2
29,68,7,14,1
17,40,5,8,2
16,47,10,8,0
25,65,11,10,1
20,48,7,12,1
38,68,1,9,2
36,77,7,10,2
26,37,10,5,2
31,28,11,8,2
35,27,6,12,2
32,20,3,4,2
40,63,12,10,2
26,56,6,8,2
20,76,10,10,2
39,27,5,4,2
15,66,6,13,1
22,40,12,11,1
39,36,8,13,2
30,40,12,2,2
39,58,9,14,2
40,32,10,12,2
38,29,7,4,2
36,31,9,1,2
17,56,11,2,2
28,77,4,10,2
21,76,9,9,2
30,58,11,12,1
34,44,8,12,1
17,38,10,2,2
30,68,1,2,2
29,46,1,4,2
21,22,8,1,2
19,44,2,12,2
34,68,7,13,1
36,62,9,14,2
36,41,7,11,2
33,75,6,12,2
28,78,12,11,2
31,24,10,13,1
25,60,6,1,2
33,80,8,13,2
26,61,5,8,2
29,48,3,4,2
20,38,3,12,2
17,30,2,7,2
27,79,4,3,2
19,25,4,8,2
21,36,2,4,2
28,46,4,8,2
25,28,11,10,1
15,62,9,13,1
27,42,8,9,0
15,68,1,12,2
33,30,1,6,2
28,77,5,9,2
36,39,3,12,2
20,54,1,6,2
37,31,11,11,2
22,52,3,6,2
34,28,8,5,2
36,21,11,8,2
16,68,2,3,2
22,34,7,9,2
26,35,4,2,2
23,70,3,10,2
33,53,5,1,2
28,61,9,5,2
38,49,8,13,2
23,79,10,12,2
20,35,1,5,2
38,24,4,12,2
32,62,7,4,2
25,47,9,4,2
19,29,3,3,2
34,68,4,11,2
15,72,11,2,2
38,59,12,10,2
22,36,12,10,1
40,69,5,5,2
28,37,11,1,2
30,58,5,3,2
33,32,7,12,1
16,71,6,8,2
28,33,12,3,2
18,24,12,1,2
23,79,11,10,2
22,56,3,9,2
19,39,2,13,2
36,51,3,5,2
33,79,7,13,2
27,58,5,10,2
37,49,11,5,2
37,61,11,11,2
40,51,10,1,2
37,20,2,14,2
25,24,9,8,0
18,62,4,13,2
39,33,8,1,2
18,44,5,7,2
32,78,7,1,2
30,42,5,2,2
34,28,9,9,2
15,53,10,1,2
38,38,2,8,2
33,70,3,3,2
21,33,8,7,2
16,32,5,6,2
38,49,5,3,2
20,55,12,1,2
34,69,10,1,2
22,32,8,10,1
25,42,11,6,2
18,70,1,7,2
36,77,3,13,2
16,39,8,12,1
34,74,6,11,2
36,37,6,12,2
19,56,3,10,2
25,41,7,13,1
22,58,3,3,2
36,64,8,1,2
30,32,6,12,1
23,53,9,12,1
29,72,7,4,2
40,26,11,1,2
21,39,8,11,1
39,37,2,10,2
18,48,11,3,2
17,74,11,13,2
17,54,1,10,2
36,57,2,14,2
21,38,8,8,0
18,66,5,1,2
32,48,5,8,2
21,45,5,5,2
24,48,6,2,2
19,23,10,13,1
25,67,2,8,2
20,52,1,8,2
20,71,3,7,2
19,30,5,9,2
23,32,9,12,1
15,49,8,1,2
36,28,9,10,2
19,38,3,5,2
40,56,8,6,2
19,79,2,6,2
38,58,11,13,2
30,38,7,14,1
21,61,8,4,2
32,51,7,6,2
29,54,1,9,2
15,32,2,4,2
25,72,8,13,2
37,29,12,1,2
27,43,3,2,2
32,22,11,9,2
30,66,3,8,2
37,31,5,4,2
20,53,6,10,1
40,27,7,8,2
37,32,10,13,2
38,53,2,8,2
23,46,11,7,2
33,32,1,4,2
17,38,1,2,2
24,66,1,6,2
22,60,4,8,2
38,69,12,10,2
40,66,9,4,2
22,58,1,2,2
21,60,1,6,2
18,21,8,4,2
32,34,5,6,2
15,73,11,4,2
27,47,1,5,2
34,36,12,2,2
30,78,11,7,2
31,66,9,14,1
32,70,2,3,2
34,73,6,8,2
33,80,6,8,2
39,30,1,7,2
39,38,5,11,2
30,54,8,13,1
22,76,2,2,2
30,37,12,7,2
28,27,1,2,2
40,78,4,6,2
27,45,8,13,1
19,30,9,4,2
23,29,1,1,2
16,25,5,2,2
38,80,1,1,2
18,57,2,9,2
21,20,12,14,1
34,23,2,14,2
28,55,9,9,2
34,80,4,14,2
35,33,10,10,2
36,72,12,9,2
17,45,6,11,1
22,58,12,1,2
31,69,9,10,1
33,61,12,5,2
32,35,12,6,2
31,39,4,3,2
30,22,10,14,1
19,68,10,6,2
34,62,1,3,2
15,62,11,12,1
15,63,8,11,1
38,36,2,6,2
40,66,11,8,2
17,26,5,2,2
37,30,7,10,2
30,68,7,10,1
39,24,8,12,2
37,51,8,5,2
20,33,6,4,2
28,34,6,6,2
32,21,5,4,2
24,63,6,8,2
39,29,11,12,2
34,47,1,5,2
18,49,7,7,2
18,36,3,7,2
25,41,12,5,2
37,79,8,2,2
27,48,5,3,2
22,66,8,3,2
21,38,9,7,2
35,77,5,14,2
40,79,12,10,2
18,65,3,7,2
29,21,11,7,2
34,36,5,9,2
33,70,7,6,2
32,33,10,4,2
34,40,10,13,1
40,21,3,5,2
21,56,6,12,1
18,70,5,8,2
33,40,6,10,1
36,30,7,14,2
22,52,9,11,1
19,75,4,14,2
22,27,12,9,0
16,51,2,2,2
17,31,1,10,2
29,49,11,14,1
32,30,10,14,1
32,52,11,8,2
30,76,6,3,2
15,80,7,5,2
24,35,4,11,2
33,80,12,12,2
38,39,10,9,2
20,76,6,14,2
27,52,4,1,2
39,52,7,13,2
34,41,10,2,2
21,32,12,7,2
38,48,8,4,2
16,65,11,12,1
26,43,3,14,2
26,78,11,5,2
15,57,5,11,2
21,61,11,3,2
24,27,10,13,1
25,61,1,3,2
31,51,11,10,1
33,37,1,5,2
15,26,12,3,2
39,41,11,3,2
31,39,11,9,2
27,68,1,3,2
26,75,4,7,2
20,31,7,12,1
22,26,2,13,2
25,54,9,12,1
37,21,11,8,2
34,36,8,5,2
28,42,1,4,2
16,75,5,13,2
25,53,8,6,2
17,70,8,3,2
22,47,9,9,0
15,63,8,5,2
29,29,12,11,1
35,70,2,8,2
34,41,4,12,2
20,35,11,12,1
17,66,3,13,2
24,71,10,14,2
24,24,6,4,2
36,62,5,14,2
25,24,10,2,2
32,32,6,12,1
27,77,6,2,2
28,37,12,14,1
37,57,9,10,2
19,40,9,8,0
16,56,9,3,2
28,71,7,13,2
22,68,4,1,2
32,29,1,4,2
31,45,8,8,2
34,20,8,12,1
31,25,8,5,2
27,48,4,7,2
16,41,1,10,2
16,52,5,9,2
32,41,12,13,1
38,27,4,6,2
27,40,9,9,0
20,76,9,10,2
25,37,11,10,1
21,71,7,12,2
35,68,1,7,2
16,73,1,11,2
22,74,11,14,2
26,56,6,9,2
24,30,12,7,2
22,35,2,2,2
24,22,10,6,2
20,38,5,12,2
22,48,12,4,2
17,73,6,7,2
32,24,8,14,1
17,24,2,8,2
24,51,8,8,2
40,62,8,3,2
39,80,6,3,2
39,38,7,14,2
16,68,5,10,2
33,49,9,6,2
16,33,9,2,2
23,33,4,14,2
26,33,6,1,2
20,35,11,8,0
20,57,9,1,2
36,50,9,5,2
26,63,1,12,2
31,79,9,10,2
24,55,3,3,2
29,41,11,1,2
20,45,12,4,2
40,67,11,6,2
32,64,11,12,1
21,71,12,2,2
34,25,6,2,2
16,41,8,6,2
19,33,6,5,2
18,39,8,13,1
16,54,6,8,2
35,41,3,3,2
37,58,5,7,2
29,62,3,1,2
25,39,1,14,2
39,24,12,1,2
18,23,2,9,2
39,56,12,12,2
33,47,8,5,2
17,21,7,11,1
31,65,2,12,2
30,55,1,7,2
32,60,7,1,2
32,77,5,9,2
26,49,12,13,1
40,26,10,12,2
16,59,10,8,2
24,80,8,5,2
40,31,8,5,2
15,59,8,7,2
33,62,2,13,2
30,77,1,10,2
26,60,10,9,2
35,62,3,14,2
33,76,8,6,2
20,59,8,12,1
24,24,4,8,2
26,52,1,2,2
31,37,5,10,2
20,59,5,13,2
16,20,8,8,0
19,72,3,4,2
34,73,9,10,2
30,35,11,11,1
20,70,3,9,2
38,72,1,7,2
27,53,4,14,2
26,62,1,9,2
19,37,8,1,2
24,24,8,6,2
21,43,10,5,2
20,51,7,3,2
29,65,12,10,1
15,80,1,14,2
18,23,3,2,2
38,62,12,10,2
25,53,4,1,2
37,32,1,5,2
15,44,1,14,2
29,38,2,12,2
34,46,6,11,1
40,26,8,14,2
25,43,3,5,2
26,30,8,14,1
39,48,5,6,2
33,28,1,7,2
26,31,3,10,2
35,36,5,11,2
15,42,10,8,0
22,51,7,14,1
29,64,2,9,2
17,39,5,4,2
33,41,10,1,2
31,62,10,13,1
21,80,6,10,2
26,56,2,6,2
34,29,6,10,1
32,45,11,4,2
18,23,3,6,2
32,58,3,13,2
16,46,1,13,2
19,34,10,2,2
20,43,3,14,2
31,77,2,14,2
37,71,3,13,2
25,51,6,13,1
33,20,7,13,1
21,43,2,5,2
40,66,2,12,2
29,62,11,1,2
31,20,7,5,2
16,55,1,8,2
24,37,4,13,2
33,35,10,6,2
26,34,3,12,2
27,30,4,3,2
15,80,9,2,2
24,45,12,6,2
39,62,3,5,2
15,73,7,14,2
29,58,5,5,2
16,78,1,8,2
25,29,2,3,2
32,28,4,1,2
30,29,1,5,2
19,62,2,5,2
21,79,12,2,2
33,62,5,1,2
32,74,4,10,2
36,72,2,9,2
40,33,6,8,2
16,72,5,1,2
31,70,11,3,2
21,29,12,4,2
32,44,2,9,2
15,33,2,9,2
21,52,3,14,2
21,61,4,1,2
19,55,10,8,2
32,49,1,9,2
32,46,8,4,2
28,50,9,3,2
40,23,10,10,2
30,51,4,5,2
36,37,2,7,2
28,69,12,7,2
24,72,8,8,2
21,26,12,5,2
38,46,1,8,2
34,65,9,13,1
28,43,12,8,0
23,66,9,14,1
28,80,6,11,2
35,69,11,1,2
17,21,9,4,2
31,47,5,5,2
27,43,12,5,2
27,56,3,7,2
25,77,12,3,2
29,68,9,10,1
26,51,8,6,2
37,67,2,5,2
31,66,4,4,2
22,71,6,3,2
35,64,2,11,2
40,67,10,5,2
33,29,2,2,2
39,70,1,1,2
40,72,2,7,2
36,48,5,8,2
19,32,4,8,2
20,64,11,8,2
32,55,10,8,2
27,72,1,5,2
15,47,3,3,2
19,63,6,8,2
20,55,4,11,2
18,76,5,4,2
29,47,9,14,1
23,80,6,13,2
27,54,11,12,1
37,23,10,5,2
40,38,12,2,2
33,73,9,8,2
34,63,3,6,2
32,39,7,7,2
36,50,3,11,2
22,78,4,13,2
28,66,12,7,2
24,22,3,2,2
21,72,9,7,2
38,67,5,12,2
30,47,1,4,2
36,36,9,4,2
33,65,10,10,1
19,62,12,10,1
31,38,8,3,2
40,33,1,2,2
38,65,10,9,2
27,59,4,10,2
15,32,11,6,2
24,48,6,2,2
36,63,12,12,2
24,66,6,2,2
17,37,1,2,2
25,39,9,4,2
40,70,1,6,2
17,74,5,9,2
25,33,3,7,2
34,22,7,1,2
36,21,7,9,2
36,51,12,3,2
24,28,2,6,2
28,31,9,7,2
26,36,3,10,2
31,71,6,2,2
22,52,3,7,2
19,30,7,10,1
19,80,3,14,2
29,33,5,4,2
35,62,11,3,2
29,62,5,3,2
16,45,12,10,1
35,32,7,8,2
37,48,7,3,2
20,40,1,1,2
37,57,5,8,2
24,64,12,14,1
28,57,5,1,2
40,56,10,1,2
27,35,4,5,2
38,57,11,4,2
37,25,3,2,2
24,32,1,3,2
15,45,7,12,1
24,60,5,6,2
28,43,2,8,2
23,41,10,7,2
29,28,5,2,2
35,45,9,11,2
26,21,10,5,2
23,55,4,13,2
31,49,10,13,1
31,68,5,11,2
22,75,8,8,2
25,25,2,9,2
26,51,5,12,2
40,41,6,4,2
36,47,10,9,2
32,29,12,11,1
26,69,8,14,1
34,36,6,10,1
15,65,2,13,2
30,29,11,12,1
25,76,11,12,2
15,79,8,6,2
28,70,12,8,2
25,58,6,3,2
20,22,7,2,2
31,59,1,14,2
21,78,12,11,2
33,61,1,12,2
29,73,5,13,2
18,35,4,14,2
20,71,6,2,2
26,52,7,7,2
35,39,12,14,2
16,68,12,6,2
40,39,3,11,2
25,50,2,3,2
16,47,11,11,1
22,42,1,7,2
36,39,10,6,2
15,50,4,8,2
21,50,6,11,1
26,31,12,8,0
23,78,5,1,2
24,57,1,11,2
31,47,5,5,2
19,35,6,10,1
33,34,7,12,1
15,54,8,6,2
28,70,10,1,2
16,75,3,3,2
25,27,8,12,1
17,59,5,9,2
15,78,5,10,2
39,35,11,11,2
35,41,1,3,2
22,57,6,11,1
27,54,5,4,2
26,21,12,13,1
34,74,10,12,2
17,57,2,9,2
24,69,10,3,2
31,50,5,1,2
33,28,6,5,2
21,57,10,8,2
34,67,9,8,2
23,66,9,13,1
17,44,3,8,2
38,64,5,13,2
18,70,3,1,2
20,46,6,3,2
22,80,3,10,2
33,31,5,9,2
20,31,8,5,2
21,74,6,8,2
34,47,6,1,2
20,30,6,10,1
25,55,7,13,1
24,62,12,9,2
15,75,1,11,2
30,67,8,12,1
37,74,11,6,2
29,60,11,7,2
27,46,5,8,2
36,75,12,11,2
31,23,7,2,2
38,63,5,9,2
19,46,10,7,2
23,62,7,13,1
24,65,1,14,2
39,22,7,11,2
26,78,7,4,2
27,76,4,12,2
21,75,10,3,2
36,30,5,4,2
35,41,5,9,2
17,69,8,7,2
29,43,6,1,2
34,43,3,3,2
37,66,6,13,2
40,45,5,6,2
39,52,9,9,2
30,63,7,2,2
40,44,8,2,2
29,52,7,12,1
33,24,9,11,1
27,72,9,5,2
21,68,7,8,2
15,71,5,12,2
35,28,4,6,2
39,25,6,13,2
23,26,10,6,2
34,38,11,11,1
33,56,11,4,2
38,30,7,14,2
38,70,9,5,2
30,30,8,6,2
37,76,2,2,2
30,26,6,10,1
37,64,7,12,2
18,51,11,6,2
15,48,11,5,2
25,70,4,7,2
18,71,8,4,2
18,63,3,1,2
40,45,9,1,2
30,32,4,5,2
15,22,8,10,1
26,40,4,1,2
27,44,6,8,2
29,21,11,5,2
25,52,4,2,2
38,71,7,11,2
36,78,2,14,2
19,31,6,5,2
27,80,2,11,2
33,38,3,8,2
35,28,5,13,2
34,78,2,12,2
19,47,6,3,2
30,33,8,1,2
30,23,4,11,2
32,56,11,12,1
32,77,11,13,2
35,63,10,13,2
24,64,12,4,2
37,55,2,3,2
22,50,11,10,1
30,24,1,8,2
35,23,1,3,2
21,76,8,13,2
25,33,8,2,2
23,53,8,12,1
20,77,2,6,2
38,43,8,9,2
32,29,8,6,2
20,24,9,8,0
39,24,9,14,2
34,47,3,4,2
39,54,2,14,2
27,63,6,13,1
39,48,12,1,2
30,43,12,6,2
33,52,5,10,2
26,71,3,4,2
28,26,12,13,1
24,40,4,14,2
16,63,11,2,2
19,23,5,2,2
27,74,2,14,2
36,78,4,9,2
28,64,7,14,1
26,23,6,6,2
25,64,7,11,1
40,28,9,11,2
34,23,7,12,1
20,61,6,9,2
22,72,4,9,2
37,75,7,4,2
37,80,3,6,2
17,66,5,10,2
36,51,1,11,2
15,23,9,5,2
21,71,9,2,2
21,73,3,4,2
22,50,5,8,2
15,29,3,9,2
16,44,10,10,1
20,79,5,5,2
30,59,12,2,2
17,32,8,10,1
31,35,7,12,1
21,80,10,4,2
36,49,2,14,2
31,59,8,7,2
18,54,7,11,1
16,62,5,1,2
16,40,1,3,2
26,39,8,13,1
17,80,6,4,2
26,38,9,8,0
20,39,9,7,2
21,72,6,10,2
15,20,4,7,2
18,31,6,12,1
23,78,4,5,2
23,73,10,4,2
31,76,3,9,2
40,46,1,12,2
33,68,3,7,2
31,68,9,4,2
40,45,9,12,2
21,46,3,14,2
30,40,2,2,2
29,23,9,1,2
39,78,8,13,2
22,70,1,8,2
24,58,6,2,2
30,32,6,6,2
26,29,11,8,0
29,22,10,12,1
28,49,2,14,2
28,68,2,2,2
26,37,8,13,1
23,79,5,12,2
39,29,11,10,2
22,37,11,5,2
39,51,12,10,2
31,59,2,1,2
33,64,10,1,2
26,56,7,3,2
23,56,1,11,2
30,26,12,3,2
17,61,12,13,1
23,48,3,1,2
19,32,6,6,2
28,69,7,14,1
18,25,11,10,1
25,47,10,14,1
35,28,7,14,2
24,23,2,2,2
16,34,3,12,2
21,78,3,3,2
16,40,1,7,2
22,72,8,1,2
16,27,3,4,2
31,32,7,11,1
35,78,8,6,2
30,55,11,2,2
17,28,12,14,1
25,49,12,5,2
28,24,7,2,2
22,21,7,4,2
32,42,5,10,2
26,48,5,13,2
40,25,9,10,2
27,72,12,3,2
17,68,1,10,2
15,40,10,12,1
39,27,10,2,2
40,78,4,4,2
16,73,2,1,2
15,28,5,1,2
30,59,9,14,1
29,72,12,13,2
39,44,7,8,2
40,33,1,2,2
26,79,9,1,2
27,38,10,9,0
33,80,6,6,2
37,25,7,3,2
16,43,8,4,2
23,61,5,1,2
31,20,5,5,2
36,54,9,10,2
28,37,1,11,2
35,76,1,8,2
31,65,1,11,2
21,32,1,13,2
24,28,8,1,2
39,60,10,6,2
35,46,1,11,2
33,64,12,12,1
31,46,5,7,2
24,51,2,6,2
20,60,5,2,2
18,79,11,6,2
22,45,8,1,2
16,40,10,3,2
35,32,8,7,2
16,49,9,6,2
20,21,12,4,2
25,58,11,6,2
35,44,12,9,2
19,63,7,1,2
17,43,2,7,2
20,57,3,13,2
34,69,5,8,2
27,77,7,2,2
38,70,8,9,2
35,42,8,4,2
23,40,7,10,1
40,35,5,9,2
39,70,9,5,2
17,44,2,5,2
28,40,8,13,1
16,27,2,6,2
39,51,1,4,2
20,73,9,9,2
39,46,6,13,2
34,76,6,4,2
27,25,4,4,2
31,37,9,7,2
38,72,11,6,2
36,80,10,10,2
33,33,7,5,2
30,75,1,3,2
40,67,5,13,2
23,25,6,4,2
25,42,6,14,1
20,20,3,5,2
30,76,9,4,2
27,41,12,3,2
26,58,5,1,2
35,35,10,2,2
33,42,6,3,2
25,59,1,1,2
29,20,5,14,2
25,51,9,2,2
30,36,2,11,2
29,73,3,4,2
35,69,6,4,2
15,69,12,7,2
38,59,12,3,2
17,29,3,6,2
26,71,2,5,2
31,42,2,13,2
26,41,9,8,0
15,76,7,14,2
23,79,3,5,2
27,27,8,8,0
29,27,10,2,2
37,80,10,11,2
37,64,10,1,2
31,74,11,3,2
26,48,1,5,2
24,31,7,1,2
26,75,2,14,2
38,58,3,2,2
39,72,3,3,2
27,71,11,2,2
28,47,5,7,2
38,25,10,5,2
30,61,2,12,2
40,57,6,3,2
26,37,7,7,2
22,46,10,2,2
25,22,9,4,2
20,55,5,6,2
36,26,3,2,2
33,24,1,9,2
17,35,5,5,2
27,59,6,2,2
27,23,12,6,2
20,67,4,3,2
21,49,3,8,2
21,46,4,9,2
24,40,11,3,2
19,32,3,13,2
22,50,11,8,2
19,76,12,13,2
37,44,7,10,2
23,24,6,14,1
24,52,8,2,2
26,44,8,12,1
27,36,5,3,2
24,75,4,13,2
34,74,12,6,2
17,26,6,3,2
23,31,2,14,2
21,80,4,2,2
30,43,3,14,2
35,72,12,10,2
22,23,10,14,1
28,47,11,11,1
35,41,11,4,2
33,55,1,8,2
27,75,6,6,2
34,75,4,14,2
21,47,6,13,1
29,31,9,14,1
20,64,3,14,2
22,25,9,1,2
17,54,11,7,2
16,49,8,9,0
16,42,8,7,2
24,30,7,2,2
40,75,6,2,2
37,28,8,7,2
19,64,9,6,2
18,23,3,9,2
21,70,4,9,2
27,76,2,14,2
37,68,10,7,2
15,75,11,6,2
32,26,11,12,1
20,36,12,1,2
23,76,8,2,2
22,62,1,6,2
16,46,3,11,2
29,41,12,6,2
39,20,11,12,2
30,21,11,13,1
25,64,10,5,2
40,22,11,7,2
17,54,11,1,2
25,74,8,14,2
20,69,2,7,2
20,56,8,3,2
25,79,6,2,2
30,44,6,3,2
16,72,4,12,2
18,37,11,12,1
38,32,11,5,2
20,68,10,2,2
38,73,1,4,2
21,44,11,1,2
28,45,4,3,2
22,25,5,10,2
25,61,12,10,1
33,77,3,4,2
18,37,6,5,2
38,74,12,8,2
33,39,6,11,1
28,66,10,4,2
28,31,6,13,1
39,56,5,7,2
23,50,9,8,2
40,34,7,13,2
36,25,12,11,2
26,61,9,11,1
19,39,6,9,2
37,53,11,5,2
40,30,12,9,2
19,75,8,8,2
36,52,9,11,2
15,35,3,10,2
28,63,7,5,2
25,20,12,7,2
28,31,9,13,1
15,62,9,2,2
32,54,2,11,2
17,75,3,2,2
32,62,1,2,2
33,52,5,14,2
24,57,7,5,2
39,32,10,14,2
30,70,11,5,2
37,66,3,10,2
19,52,1,14,2
15,76,3,3,2
28,26,7,8,2
21,54,8,13,1
31,79,8,14,2
34,48,2,5,2
21,29,12,7,2
36,58,7,4,2
22,57,11,3,2
31,63,7,3,2
15,29,11,5,2
29,80,7,1,2
20,59,8,5,2
40,27,10,5,2
25,50,7,1,2
30,42,6,13,1
23,39,6,9,2
39,58,1,13,2
28,39,3,7,2
24,40,6,11,1
26,63,12,2,2
29,26,7,1,2
25,27,5,10,2
35,65,4,6,2
16,61,11,8,2
26,40,6,3,2
33,32,9,9,2
25,24,10,9,0
29,76,2,3,2
28,56,9,4,2
21,57,8,8,2
40,54,10,2,2
21,25,9,6,2
16,31,3,14,2
19,21,3,13,2
33,36,5,11,2
39,75,10,10,2
19,55,4,6,2
24,46,1,14,2
18,51,10,8,2
26,39,11,3,2
31,58,6,11,1
23,42,6,14,1
33,72,12,6,2
35,46,7,13,2
36,24,8,5,2
31,22,11,1,2
24,20,2,14,2
15,62,11,6,2
19,37,6,1,2
32,58,3,4,2
25,37,11,5,2
35,26,2,3,2
29,77,4,6,2
22,29,9,8,0
31,43,1,10,2
25,75,12,7,2
17,24,12,3,2
29,72,3,14,2
38,62,6,14,2
37,36,1,14,2
27,43,7,5,2
37,40,8,3,2
38,77,7,11,2
24,39,6,14,1
39,63,6,2,2
21,62,6,12,1
25,46,5,7,2
28,80,6,10,2
17,62,7,9,2
31,50,5,11,2
24,32,10,11,1
31,24,1,9,2
24,30,12,11,1
29,56,2,4,2
15,26,9,6,2
31,69,2,12,2
39,52,10,3,2
24,51,4,13,2
29,20,5,6,2
35,40,8,8,2
34,79,4,3,2
31,48,6,3,2
17,28,7,2,2
31,66,9,14,1
